#DATA
1200.000000	17.491765
1198.000000	17.486633
1196.000000	17.461755
1194.000000	17.445660
1192.000000	17.415227
1190.000000	17.395249
1188.000000	17.365989
1186.000000	17.324451
1184.000000	17.283682
1182.000000	17.252818
1180.000000	17.204635
1178.000000	17.160196
1176.000000	17.119806
1174.000000	17.062058
1172.000000	17.005350
1170.000000	16.937949
1168.000000	16.877002
1166.000000	16.808404
1164.000000	16.742979
1162.000000	16.661512
1160.000000	16.578828
1158.000000	16.509755
1156.000000	16.424599
1154.000000	16.337625
1152.000000	16.250988
1150.000000	16.152948
1148.000000	16.050142
1146.000000	15.958894
1144.000000	15.844853
1142.000000	15.743885
1140.000000	15.633338
1138.000000	15.517215
1136.000000	15.393896
1134.000000	15.271315
1132.000000	15.149453
1130.000000	15.020373
1128.000000	14.884441
1126.000000	14.753048
1124.000000	14.615535
1122.000000	14.470870
1120.000000	14.325191
1118.000000	14.180515
1116.000000	14.043363
1114.000000	13.888232
1112.000000	13.736944
1110.000000	13.582064
1108.000000	13.431148
1106.000000	13.268619
1104.000000	13.111858
1102.000000	12.968061
1100.000000	12.808044
1098.000000	12.637594
1096.000000	12.472037
1094.000000	12.310289
1092.000000	12.149455
1090.000000	11.980675
1088.000000	11.809268
1086.000000	11.637323
1084.000000	11.465199
1082.000000	11.294235
1080.000000	11.128357
1078.000000	10.964030
1076.000000	10.795150
1074.000000	10.630492
1072.000000	10.469159
1070.000000	10.305527
1068.000000	10.145741
1066.000000	9.986154
1064.000000	9.840550
1062.000000	9.683781
1060.000000	9.535100
1058.000000	9.394990
1056.000000	9.254435
1054.000000	9.110012
1052.000000	8.983950
1050.000000	8.856861
1048.000000	8.730255
1046.000000	8.607076
1044.000000	8.488689
1042.000000	8.382269
1040.000000	8.282487
1038.000000	8.186357
1036.000000	8.101966
1034.000000	8.011071
1032.000000	7.929167
1030.000000	7.858757
1028.000000	7.795947
1026.000000	7.740631
1024.000000	7.695903
1022.000000	7.669639
1020.000000	7.635179
1018.000000	7.608459
1016.000000	7.598622
1014.000000	7.594838
1012.000000	7.595505
1010.000000	7.616651
1008.000000	7.645054
1006.000000	7.675262
1004.000000	7.720268
1002.000000	7.773682
1000.000000	7.839855
998.000000	7.912628
996.000000	7.991102
994.000000	8.082869
992.000000	8.187971
990.000000	8.300973
988.000000	8.434700
986.000000	8.564772
984.000000	8.706256
982.000000	8.863262
980.000000	9.027112
978.000000	9.185140
976.000000	9.359975
974.000000	9.543916
972.000000	9.747408
970.000000	9.959104
968.000000	10.181884
966.000000	10.399118
964.000000	10.628858
962.000000	10.865885
960.000000	11.098402
958.000000	11.358264
956.000000	11.599448
954.000000	11.845768
952.000000	12.122066
950.000000	12.368383
948.000000	12.633452
946.000000	12.921443
944.000000	13.205678
942.000000	13.492787
940.000000	13.767833
938.000000	14.045150
936.000000	14.334367
934.000000	14.611911
932.000000	14.893859
930.000000	15.198734
928.000000	15.479731
926.000000	15.753314
924.000000	16.025344
922.000000	16.301762
920.000000	16.571016
918.000000	16.824407
916.000000	17.113106
914.000000	17.345702
912.000000	17.574850
910.000000	17.828490
908.000000	18.055748
906.000000	18.295300
904.000000	18.503151
902.000000	18.718319
900.000000	18.897364
898.000000	19.063248
896.000000	19.214348
894.000000	19.411827
892.000000	19.574596
890.000000	19.742057
888.000000	23.173526
886.000000	23.310961
884.000000	23.428646
882.000000	23.532065
880.000000	23.620212
878.000000	23.700114
876.000000	23.753233
874.000000	23.797050
872.000000	23.823470
870.000000	23.827729
868.000000	23.821708
866.000000	23.799098
864.000000	23.751598
862.000000	23.686735
860.000000	23.594709
858.000000	23.497432
856.000000	23.371122
854.000000	23.231067
852.000000	23.068698
850.000000	22.885103
848.000000	22.689816
846.000000	22.466352
844.000000	22.213017
842.000000	21.950941
840.000000	21.668124
838.000000	21.366718
836.000000	21.037297
834.000000	20.700385
832.000000	20.337577
830.000000	19.944751
828.000000	19.553238
826.000000	19.131716
824.000000	18.703561
822.000000	18.237361
820.000000	17.768309
818.000000	17.283553
816.000000	16.781681
814.000000	16.269748
812.000000	15.760320
810.000000	15.221037
808.000000	14.678939
806.000000	14.129260
804.000000	13.575555
802.000000	13.021917
800.000000	12.466229
798.000000	11.912179
796.000000	11.368919
794.000000	10.835347
792.000000	10.312498
790.000000	9.801450
788.000000	9.302934
786.000000	8.833202
784.000000	8.387827
782.000000	7.971365
780.000000	7.582777
778.000000	7.232451
776.000000	6.922309
774.000000	6.650018
772.000000	6.428510
770.000000	6.252393
768.000000	6.123744
766.000000	6.052244
764.000000	6.037974
762.000000	6.077132
760.000000	6.174356
758.000000	6.331219
756.000000	6.548567
754.000000	6.826818
752.000000	7.157968
750.000000	7.551362
748.000000	8.007711
746.000000	8.506177
744.000000	9.052493
742.000000	9.646577
740.000000	10.292697
738.000000	10.982694
736.000000	11.697934
734.000000	12.439405
732.000000	13.208806
730.000000	14.007992
728.000000	14.831310
726.000000	15.656972
724.000000	16.483681
722.000000	17.313549
720.000000	18.149726
718.000000	18.980951
716.000000	19.794258
714.000000	20.588856
712.000000	21.361375
710.000000	22.111636
708.000000	22.837822
706.000000	23.531461
704.000000	24.180189
702.000000	24.795861
700.000000	25.369461
698.000000	25.901284
696.000000	26.384086
694.000000	26.812379
692.000000	27.198538
690.000000	27.523941
688.000000	27.792739
686.000000	28.012856
684.000000	28.155809
682.000000	28.238614
680.000000	28.260425
678.000000	28.217909
676.000000	28.103000
674.000000	27.917545
672.000000	27.664199
670.000000	27.339991
668.000000	26.950423
666.000000	26.484212
664.000000	25.943578
